SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,AGE,NO_AT_AGE,ALK_COMPLETE,STRATA_SAMPLING_COMPLETE
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1983,5,.2141,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1983,6,.2395,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1983,7,.0867,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1983,8,.0516,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1983,9,.0514,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,0,.2168,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,1,.6059,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,2,1.0794,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,3,1.2623,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,4,1.266,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,5,.3343,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,6,.1026,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,7,.0237,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1984,8,.0112,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1985,0,.1407,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1985,1,.2681,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1985,2,.8036,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1985,3,.4988,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1985,4,.0726,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1985,5,.1723,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1985,6,.0249,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,0,.1316,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,1,1.053,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,2,1.4764,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,3,.3359,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,4,.186,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,5,.044,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,6,.0221,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,7,.0213,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,11,.0242,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1986,13,.0198,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,0,.033,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,1,.0484,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,2,.217,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,3,.2326,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,4,.1892,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,5,.0903,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,6,.0725,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,7,.0563,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1987,8,.0241,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,0,.0442,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,1,2.6845,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,2,.5627,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,3,.4247,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,4,.1257,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,5,.0082,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,6,.0228,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1988,7,.0228,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,0,.0221,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,1,.0884,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,2,.9728,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,3,.0659,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,4,.1297,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,5,.067,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,6,.0528,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,7,.0086,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1989,8,.0242,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1990,0,.0221,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1990,1,.0551,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1990,2,.0403,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1990,3,.3418,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1990,5,.0468,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1991,0,.099,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1991,1,.0419,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1991,3,.0733,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1991,4,.0483,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1991,5,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1991,6,.033,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1992,1,.0486,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1992,2,.4621,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1992,3,.1439,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1992,4,.0086,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1992,5,.0242,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1993,1,.5377,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1993,2,.1741,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1993,3,.2566,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1993,4,.1932,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1993,5,.0241,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1993,7,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1993,9,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1994,1,.1513,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1994,2,.3847,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1994,3,.2037,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1994,4,.0781,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1994,5,.0304,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1995,0,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1995,1,.8508,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1995,2,1.0122,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1995,3,.6215,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1995,4,.1696,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1995,5,.0521,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1995,8,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1996,1,.1126,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1996,2,.3121,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1996,3,.5574,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1996,4,.2348,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1996,5,.1187,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1996,6,.0858,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1996,7,.0569,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,0,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,1,.0717,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,2,.5884,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,3,.6882,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,4,.3119,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,5,.0722,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,6,.0269,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1997,7,.0029,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,0,.0825,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,1,.2481,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,2,.3504,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,3,1.5552,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,4,1.0064,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,5,.1724,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,6,.0598,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1998,7,.0242,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,0,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,1,.3521,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,2,.7222,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,3,.3455,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,4,.3329,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,5,.552,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,6,.0803,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,7,.0242,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,1999,8,.0221,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,0,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,1,.0484,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,2,1.1668,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,3,1.5119,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,4,.6833,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,5,.819,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,6,.2452,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,7,.0506,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2000,8,.0625,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,0,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,1,.5438,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,2,1.3941,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,3,2.216,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,4,1.1577,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,5,.2925,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,6,.3012,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,7,.0905,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,8,.0484,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2001,9,.0228,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,1,.1874,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,2,.45,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,3,.9557,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,4,1.1884,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,5,1.0416,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,6,.3722,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,7,.433,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,8,.0212,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2002,9,.0212,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,0,.2804,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,1,.1599,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,2,.0247,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,3,.3199,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,4,.6983,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,5,.592,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,6,.1897,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,7,.0727,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2003,8,.0193,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,0,.2095,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,1,.2961,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,2,1.2277,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,3,1.25,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,4,1.2048,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,5,.2561,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,6,.3169,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,7,.2086,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2004,8,.0402,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,0,.0881,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,1,.0495,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,2,.152,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,3,.4476,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,4,.4211,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,5,.269,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,6,.3248,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,7,.1194,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,8,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,9,.0363,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2005,11,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2006,1,.0915,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2006,2,.1623,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2006,3,.279,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2006,4,.3446,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2006,5,.3829,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2006,6,.0654,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2006,7,.0377,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,0,.2095,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,1,.2847,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,2,.2878,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,3,.2781,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,4,.3881,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,5,.5563,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,6,.0823,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,7,.0308,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2007,8,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,0,.0825,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,1,1.0451,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,2,1.4627,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,3,1.0911,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,4,.2594,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,5,.3142,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,6,.2028,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,7,.0435,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,9,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,10,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,11,.0165,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2008,15,.03,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,1,.1825,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,2,1.418,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,3,2.2339,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,4,1.7484,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,5,.62,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,6,.3387,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,7,.0671,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,8,.0426,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,9,.0332,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,10,.0093,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,11,.0093,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,12,.025,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,13,.0254,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2009,18,.0099,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,0,.0348,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,1,.0288,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,2,.4587,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,3,.874,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,4,.6418,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,5,.1948,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,6,.1266,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,7,.0267,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,8,.0139,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,10,.0128,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,11,.0179,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2010,13,.0086,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,0,.023,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,1,.5319,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,2,.4332,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,3,1.5094,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,4,1.9027,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,5,1.0385,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,6,.2566,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,7,.0892,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,8,.0623,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,9,.0336,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,10,.0312,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,11,.0282,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2011,12,.0422,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,0,.1152,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,1,.2553,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,2,.9662,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,3,1.1481,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,4,1.8877,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,5,.9962,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,6,.3701,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,7,.1488,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,8,.0324,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,9,.0334,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,10,.0163,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,11,.0098,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,12,.0045,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,13,.01,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,14,.0125,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2012,15,.021,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,1,.0543,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,2,.3241,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,3,.4529,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,4,.4271,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,5,.3624,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,6,.249,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,7,.1705,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,8,.0289,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,9,.0405,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,11,.0092,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,13,.0106,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,15,.0085,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,16,.0087,Y,Y
172905,GBK,NONE,10,"NMFS fall BTS",FALL,2013,19,.0163,Y,Y
