SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,AGE,NO_AT_AGE,ALK_COMPLETE,STRATA_SAMPLING_COMPLETE
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1980,11,.0472,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,1,.0715,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,2,.707,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,3,1.7646,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,4,.7782,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,5,.0414,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,6,.4554,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,7,.0414,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,8,.0828,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,9,.0414,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,10,.0828,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,11,.0358,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,12,.0414,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1981,13,.0358,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,1,.2981,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,2,1.2087,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,3,1.6753,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,4,.4018,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,5,.2103,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,6,.0832,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,7,.275,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1982,8,.0484,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1983,1,2.1414,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1983,2,3.5967,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1983,3,3.1148,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1983,4,1.0076,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1983,5,.2712,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1983,6,.1065,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1983,7,.0655,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,1,.4476,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,2,2.3419,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,3,1.6722,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,4,2.173,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,5,.5944,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,6,.2221,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,7,.1106,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,8,.1105,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1984,10,.0598,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1985,1,1.3009,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1985,2,2.7399,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1985,3,1.9224,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1985,4,1.1467,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1985,5,.3267,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1985,6,.0935,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1985,7,.1081,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1986,1,.0302,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1986,2,.7214,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1986,3,1.1541,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1986,4,.4872,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1986,5,.0548,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1986,6,.0204,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1986,8,.0338,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1987,1,.0776,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1987,2,.4563,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1987,3,.8487,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1987,4,.1896,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1987,5,.019,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1987,8,.014,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1988,1,.4248,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1988,2,1.0238,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1988,3,.6051,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1988,4,.7052,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1988,5,.1535,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1988,6,.0552,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1988,7,.0324,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1989,1,.4631,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1989,2,3.601,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1989,3,1.4151,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1989,4,.75,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1989,5,.0942,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1989,6,.0674,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1989,9,.0112,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1990,1,.0951,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1990,2,1.8566,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1990,3,1.0916,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1990,4,.3966,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1990,5,.0547,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1990,6,.0216,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1990,7,.0108,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,0,.0302,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,1,2.5953,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,2,2.8322,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,3,1.0855,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,4,.3849,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,5,.0304,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,6,.0468,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1991,7,.0298,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1992,1,1.9189,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1992,2,3.7038,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1992,3,2.3971,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1992,4,1.6315,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1992,5,.7586,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1992,6,.0148,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1992,7,.0216,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1993,1,1.6574,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1993,2,3.1553,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1993,3,1.8151,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1993,4,.6881,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1993,5,.2333,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1993,6,.0101,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1994,1,.3734,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1994,2,2.3022,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1994,3,1.5122,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1994,4,.6326,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1994,5,.0395,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1994,6,.0101,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1995,1,.3592,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1995,2,1.5467,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1995,3,1.5539,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1995,4,1.0062,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1995,5,.1458,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1995,6,.1537,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1996,0,.0121,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1996,1,1.7653,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1996,2,2.3743,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1996,3,2.574,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1996,4,2.6311,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1996,5,.5982,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1996,6,.1443,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1997,1,.4132,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1997,2,4.3222,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1997,3,3.1945,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1997,4,1.4716,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1997,5,.5731,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1997,6,.0335,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1998,1,.2223,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1998,2,.8902,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1998,3,1.1271,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1998,4,.7793,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1998,5,.1394,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1998,6,.0594,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1999,1,.8101,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1999,2,2.7732,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1999,3,3.6462,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1999,4,2.8506,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1999,5,.681,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1999,6,.1453,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,1999,7,.0143,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2000,1,.6241,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2000,2,2.0264,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2000,3,4.0002,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2000,4,3.5389,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2000,5,1.3948,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2000,6,.9566,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2000,7,.164,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,1,.3584,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,2,1.657,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,3,2.5936,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,4,2.7959,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,5,.9641,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,6,.3643,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,7,.0424,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2001,8,.0106,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,1,.67,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,2,2.7435,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,3,3.4329,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,4,2.3548,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,5,1.2489,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,6,.1957,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,7,.0209,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2002,8,.0238,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2003,1,.5549,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2003,2,3.179,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2003,3,3.4175,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2003,4,1.794,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2003,5,1.0048,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2003,6,.1986,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2003,7,.0326,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,1,.2911,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,2,.9127,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,3,1.066,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,4,.1917,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,5,.1675,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,6,.0298,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,7,.0659,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,8,.0061,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2004,9,.0328,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,1,1.2508,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,2,3.0629,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,3,2.347,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,4,1.3435,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,5,.5855,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,6,.0975,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,7,.0548,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,8,.0571,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2005,10,.0081,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2006,1,.6468,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2006,2,1.0535,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2006,3,3.0712,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2006,4,1.356,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2006,5,.8766,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2006,6,.0397,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2006,7,.0737,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2007,1,.7762,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2007,2,2.099,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2007,3,1.3593,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2007,4,1.3837,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2007,5,.564,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2007,6,.1953,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,1,.4608,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,2,2.4865,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,3,4.0523,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,4,3.3481,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,5,2.0466,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,6,.8684,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,10,.0121,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,11,.0121,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2008,14,.0324,Y,Y
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,0,.0004,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,1,.1522,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,2,2.8311,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,3,4.0051,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,4,3.1183,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,5,2.3353,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,6,.6788,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,7,.0371,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,8,.0079,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2009,9,.0032,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,0,.0005,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,1,.0455,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,2,1.3817,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,3,4.5807,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,4,5.3259,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,5,3.3378,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,6,.7354,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,7,.3899,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2010,8,.1053,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,0,.0007,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,1,.4059,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,2,2.0206,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,3,2.7652,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,4,2.3945,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,5,1.3057,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,6,.7956,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,7,.3879,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,8,.0386,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2011,10,.0025,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,0,.0013,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,1,.7267,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,2,2.7617,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,3,2.7441,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,4,1.35,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,5,.5844,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,6,.3087,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,7,.0779,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,8,.0974,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2012,9,.0648,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,0,.001,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,1,.5363,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,2,1.0624,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,3,1.3777,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,4,.6898,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,5,.5317,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,6,.2165,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,7,.0896,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,8,.0288,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2013,10,.0108,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,0,.0013,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,1,.5356,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,2,1.3478,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,3,2.1406,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,4,1.2981,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,5,.3741,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,6,.3693,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,7,.2992,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,8,.1571,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,9,.1236,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,10,.006,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,11,.011,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,13,.0034,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2014,14,.0002,Y,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,2,1.7063,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,3,1.248,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,4,1.2824,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,5,.962,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,6,.1979,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,7,.0576,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,8,.0956,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,9,.1321,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,10,.0201,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,11,.0114,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2015,15,.004,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,1,1.0551,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,2,2.4944,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,3,2.9594,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,4,.9328,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,5,.8694,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,6,.4037,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,7,.178,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,8,.0785,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,9,.0118,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,10,.0227,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2016,12,.0094,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2017,1,.2005,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2017,2,1.3686,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2017,3,1.2561,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2017,4,.8741,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2017,5,.7277,N,N
172905,GOM,NONE,10,"NMFS fall BTS",FALL,2017,6,.1091,N,N
